,13.037759,-71.548855,3.61,63613
,17.762221,-64.723871,3.61,86929
,1.524725,15.345823,3.62,7097
,3.819373,24.053415,3.62,17847
,7.754249,-37.968584,3.62,37819
,16.909731,-42.361313,3.62,82729
,23.032017,42.325979,3.62,113726
,11.760141,-66.728763,3.63,57363
,20.625816,14.595087,3.64,101769
,4.329889,15.627642,3.65,20205
,9.525453,63.061861,3.65,46733
,15.769793,15.421826,3.65,77233
,18.11052,-50.091477,3.65,88714
,22.480531,-0.019972,3.65,110960
,15.463818,29.105703,3.66,75695
,15.64427,-29.777754,3.66,76600
Thuban,14.073165,64.37585,3.67,68756
,20.913498,-58.454155,3.67,103227
,4.853434,5.605104,3.68,22549
,8.726539,-33.186385,3.68,42828
,19.789795,18.534286,3.68,97365
,23.157443,-21.17241,3.68,114341
,0.616188,53.896909,3.69,2920
,1.932564,-51.608896,3.69,9007
,5.041301,41.075837,3.69,23453
,9.754117,-62.507903,3.69,47854
,11.767515,47.779406,3.69,57399
,21.668181,-16.662308,3.69,106985
,3.325278,-21.757864,3.7,15474
,17.962744,29.24788,3.7,87933
,23.286094,3.282289,3.7,114971
,4.904193,2.440672,3.71,22797
,5.940082,-14.1677,3.71,28103
,7.870288,-40.575786,3.71,38414
,15.846935,4.47773,3.71,77622
,18.122496,9.563847,3.71,88771
Alshain,19.921887,6.406763,3.71,98036
,3.548848,-9.458262,3.72,16537
,3.747927,24.113339,3.72,17499
,5.992111,54.284656,3.72,28358
,21.082184,43.927852,3.72,104060
,3.45282,9.73268,3.73,16083
,14.770812,1.892885,3.73,72220
,17.892134,56.872643,3.73,87585
,21.691253,-77.390046,3.73,107089
,22.87691,-7.579599,3.73,112961
,1.857676,-10.335038,3.74,8645
,16.365338,19.15313,3.74,80170
,21.246517,38.045317,3.74,104887
,9.069248,-47.097737,3.75,44511
,17.798211,2.707276,3.75,87108
,5.560421,-62.489825,3.76,26069
,5.855357,-20.879089,3.76,27654
,6.480297,-7.033062,3.76,30867
,19.07805,-21.741496,3.76,93683
,19.495098,51.729779,3.76,95853
,22.521515,50.282491,3.76,111169
,2.844945,55.895496,3.77,13268
,3.753232,42.578549,3.77,17529
,4.382247,17.542514,3.77,20455
,5.645769,-2.600069,3.77,26549
,8.428951,-66.13689,3.77,41312
,8.677103,-46.648744,3.77,42570
,16.82976,-59.041378,3.77,82363
,20.660635,15.912072,3.77,101958
,21.444452,-22.411332,3.77,105881
,22.116847,25.345112,3.77,109176
,7.145788,-70.498932,3.78,34481
,7.428779,27.79808,3.78,36046
,9.849867,59.038735,3.78,48319
,10.891559,-58.853171,3.78,53253
,14.68582,13.7283,3.78,71795
,20.794598,-9.495776,3.78,102618
,3.158258,44.857544,3.79,14668
,10.888526,34.214871,3.79,53229
,3.201249,-28.987618,3.8,14879
,7.647186,-26.803836,3.8,37229
,15.580041,10.538867,3.8,76276
,19.28504,53.368459,3.8,94779
,20.227196,46.741329,3.8,99675
,4.592512,-30.562341,3.81,21393
,10.464649,-58.739403,3.81,51232
,15.712381,26.295637,3.81,76952
,23.626056,46.458152,3.81,116584
,2.034117,2.763759,3.82,9487
,9.314069,36.802597,3.82,45688
,11.523407,69.331076,3.82,56211
,16.515229,1.983923,3.82,80883
,17.657747,46.006332,3.82,86414
,10.434842,-16.83629,3.83,51069
,13.971186,-42.100753,3.83,68245
,14.797701,-79.044751,3.83,72370
,3.736593,-64.806903,3.84,17440
,3.738648,32.288248,3.84,17448
,4.476248,15.962181,3.84,20885
,8.917457,-60.644609,3.84,43783
,10.546853,9.306586,3.84,51624
,10.621717,-48.22562,3.84,51986
,12.541134,-72.132988,3.84,61199
,18.125708,28.762488,3.84,88794
,18.229392,-21.058834,3.84,89341
,19.80285,70.26793,3.84,97433
,4.233363,-42.294368,3.85,19747
,5.788079,-51.066514,3.85,27321
,6.368564,-33.4364,3.85,30277
,10.245607,-42.121942,3.85,50191
,12.558058,69.788238,3.85,61281
,12.628394,-48.541304,3.85,61622
,15.940882,15.661617,3.85,78072
,18.394967,21.769752,3.85,90139
,18.586785,-8.244073,3.85,91117
,0.945885,38.499345,3.86,4436
,4.63634,-14.30402,3.86,21594
,5.520209,-35.470519,3.86,25859
,16.257297,-63.685682,3.86,79664
,16.557609,-78.897148,3.86,81065
,17.93755,37.250539,3.86,87808
,22.360938,-1.387331,3.86,110395
,3.763779,24.367748,3.87,17573
,8.767124,-46.041527,3.87,43023
,13.977987,-44.803584,3.87,68282
,14.717673,-5.658207,3.87,71957
,15.948077,-29.214073,3.87,78104
,19.874547,1.005661,3.87,97804
,0.156836,-45.747426,3.88,765
,1.89217,19.293852,3.88,8832
,9.879398,26.006951,3.88,48455
,15.198918,-48.737819,3.88,74376
,23.17264,-45.246711,3.88,114421
,2.940458,-8.898144,3.89,13701
,6.902209,-24.184211,3.89,33152
,9.239405,2.31428,3.89,45336
,12.331766,-0.666803,3.89,60129
,19.938438,35.083424,3.89,98110
,9.664267,-1.14281,3.9,47431
,11.350117,-54.491019,3.9,55425
,13.517405,-39.407307,3.9,65936
,4.052606,5.989305,3.91,18907
,8.427676,-3.906424,3.91,41307
,12.467331,-50.230635,3.91,60823
,15.085303,-47.051245,3.91,73807
,15.592105,-14.789537,3.91,76333
,16.329011,46.313366,3.91,79992
,17.004827,30.926405,3.92,83207
,19.361211,-17.847197,3.92,95168
,21.263731,5.247845,3.92,104987
,0.436716,-43.679829,3.93,2072
,1.520851,-49.072702,3.93,7083
,2.904295,52.762479,3.93,13531
,4.605317,-3.352459,3.93,21444
,7.697004,-72.606098,3.93,37504
,11.143165,-58.975037,3.93,54463
,16.113452,-20.669192,3.93,78933
,18.010754,2.931568,3.93,88192
,1.139742,-55.24576,3.94,5348
,7.687454,-9.551131,3.94,37447
,7.73013,-28.954826,3.94,37677
,8.74475,18.154309,3.94,42911
,20.952893,41.167136,3.94,103413
,2.057268,72.421294,3.95,9598
,6.611399,-19.255879,3.95,31592
,13.398996,54.920471,3.95,
,4.144357,47.712513,3.96,19343
,5.985778,-42.815135,3.96,28328
,9.010685,41.782911,3.96,44248
,9.187985,-62.316977,3.96,45101
,19.377303,-44.458965,3.96,95241
,19.398103,-40.61594,3.96,95347
,20.257867,47.714208,3.96,99848
,23.382842,-20.10058,3.96,115438
,4.400613,-34.016846,3.97,20535
,5.858166,39.14848,3.97,27673
,7.280508,-67.957152,3.97,35228
,8.668373,-35.308352,3.97,42515
,12.194202,-52.36846,3.97,59449
,15.849316,-33.627165,3.97,77634
,20.009845,-72.910504,3.97,98495
,22.487825,-43.495565,3.97,110997
,22.775521,23.565654,3.97,112440
,3.98275,35.791033,3.98,18614
,21.56635,45.591837,3.98,106481
,2.000084,-21.077831,3.99,9347
,6.247592,-6.274776,3.99,29651
,10.406592,-74.031612,3.99,50954
Alcor,13.420413,54.987958,3.99,65477
,23.290498,-58.235734,3.99,114996
,9.040777,-66.396076,4,44382
,11.398736,10.529509,4,55642
,16.199926,-19.460708,4,79374
,1.727675,50.688732,4.01,8068
,4.758375,-3.254657,4.01,22109
,7.068481,20.570297,4.01,34088
,7.246849,-26.772667,4.01,35037
,14.699332,-37.793498,4.01,71865
,16.031532,58.565251,4.01,78527
,16.330687,-50.155508,4.01,80000
,18.71726,-71.428113,4.01,91792
,20.489926,30.368555,4.01,101076
,8.842204,-27.709844,4.02,43409
,12.140225,-24.728875,4.02,59199
,18.993711,15.068298,4.02,93244
,19.028008,-5.739115,4.02,93429
,2.288573,33.847194,4.03,10670
,5.05697,60.442245,4.03,23522
,8.778284,28.759898,4.03,43103
,12.9099,-57.177924,4.03,63003
,18.090913,2.500099,4.03,88601
,20.553547,11.303263,4.03,101421
,23.988525,6.863321,4.03,118268
,4.197761,-6.837581,4.04,19587
,11.764322,6.529376,4.04,57380
,14.419967,51.850744,4.04,70497
,22.589272,-0.117498,4.04,111497
,3.151005,49.613278,4.05,14632
,8.308703,-76.919722,4.05,40702
,8.739987,-42.649276,4.05,42884
,11.352276,6.029322,4.05,55434
,13.824623,15.797905,4.05,67459
,14.342623,-37.885295,4.05,70090
,14.631454,-49.425828,4.05,71536
,22.826528,-13.592632,4.05,112716
,4.939521,13.514466,4.06,22957
,7.598708,26.895741,4.06,36962
,11.414702,-17.68401,4.06,55705
,12.292917,-67.960736,4.06,59929
,12.307298,-64.003071,4.06,60009
,14.727624,-35.173655,4.06,72010
,16.993069,-53.160438,4.06,83153
,14.266908,-6.000547,4.07,69701
,15.147394,-45.279857,4.07,74117
,15.291917,-58.801208,4.07,74824
,22.486183,58.415198,4.07,110991
,0.788981,24.267178,4.08,3693
,2.362498,-68.659418,4.08,11001
,2.658044,0.328511,4.08,12387
,3.039863,-23.624472,4.08,14146
,6.903167,-12.038628,4.08,33160
,9.574071,-59.229753,4.08,46974
,10.996244,-18.298783,4.08,53740
,18.922249,43.946088,4.08,92862
,21.099118,-17.232861,4.08,104139
,21.36811,19.804508,4.08,105502
,5.615108,9.290673,4.09,26366
,15.812327,18.141564,4.09,77450
,1.613299,41.405459,4.1,7513
,2.736634,49.228448,4.1,12777
,7.820638,-46.373205,4.1,38164
,18.480505,-49.070588,4.1,90568
,19.167154,-39.340796,4.1,94160
,2.677781,-39.855375,4.11,12486
,7.062637,-15.633286,4.11,34045
,8.627399,-42.989081,4.11,42312
,9.85797,-14.846603,4.11,48356
,10.591166,-78.607786,4.11,51839
,11.775232,-61.178398,4.11,57439
,15.612,-66.317037,4.11,76440
,19.157869,-37.904474,4.11,94114
,23.014677,-52.754137,4.11,113638
,2.659799,-68.266946,4.12,12394
,4.248295,48.409331,4.12,19812
,6.039722,9.647276,4.12,28614
,12.086817,8.732985,4.12,58948
,19.921026,-41.868288,4.12,98032
,20.863692,-26.919133,4.12,102978
,22.495955,-43.749224,4.12,111043
,5.399119,-7.808065,4.13,25247
,6.482719,20.212133,4.13,30883
,15.897093,-16.729293,4.13,77853
,20.76826,-25.270898,4.13,102485
,22.767692,-81.381615,4.13,112405
,23.665844,5.626292,4.13,116771
,3.514549,12.936678,4.14,16369
,3.772104,23.948358,4.14,17608
,8.627602,5.703782,4.14,42313
,12.114687,-64.61373,4.14,59072
,15.548829,31.359133,4.14,76127
,15.959794,26.87788,4.14,78159
,21.744092,25.645036,4.14,107354
,22.26616,37.748737,4.14,109937
,7.197739,-0.492764,4.15,34769
,17.394708,37.145946,4.15,85112
,23.673469,44.333932,4.15,116805
,6.068671,23.263341,4.16,28734
,7.485195,31.78455,4.16,36366
,17.439504,-24.175309,4.16,85340
,0.549997,62.931783,4.17,2599
,3.824237,-36.20025,4.17,17874
,22.280565,-7.78329,4.17,110003
,14.214929,-10.273702,4.18,69427
,14.273074,46.088305,4.18,69732
,16.606242,-35.255326,4.18,81304
,22.250544,57.043587,4.18,109857
,22.677594,-27.043617,4.18,111954
,13.824091,-34.450776,4.19,67457
,18.761035,20.546308,4.19,92043
,5.51307,5.948139,4.2,25813
,7.94765,-22.880119,4.2,38835
,10.464727,36.707212,4.2,51233
,16.568384,42.437041,4.2,81126
,22.778216,12.172888,4.2,112447
,22.932472,-32.539628,4.2,113246
,3.484482,59.94033,4.21,16228
,4.422822,22.293874,4.21,20635
,16.766159,82.037262,4.21,82080
,20.493015,62.994105,4.21,101093
,21.440705,-65.366198,4.21,105858
,2.843063,38.318644,4.22,13254
,3.780804,-23.249723,4.22,17651
,7.888378,-48.102934,4.22,38518
,16.109874,-36.802288,4.22,78918
,16.450399,-18.456251,4.22,80569
,18.345955,71.337814,4.22,89908
,18.786242,-4.747867,4.22,92175
,18.870288,-62.187593,4.22,92609
,18.908412,36.898613,4.22,92791
,20.761043,30.719715,4.22,102453
,21.290265,39.394681,4.22,105102
,23.238711,-6.049003,4.22,114724
,0.334142,-64.874791,4.23,1599
,7.721867,28.88351,4.23,37629
,13.197904,27.878183,4.23,64394
,13.761471,-33.043721,4.23,67153
,14.027443,1.544532,4.23,68520
,16.146162,44.934906,4.23,79101
,16.718126,-77.517435,4.23,81852
,19.106971,-37.063437,4.23,93825
,21.725127,58.780046,4.23,107259
,21.779891,49.30957,4.23,107533
,1.145613,86.25709,4.24,5372
,2.449755,-47.70384,4.24,11407
,2.735375,-13.858696,4.24,12770
,12.305812,-79.31224,4.24,60000
,12.562411,41.35748,4.24,61317
,16.523037,-34.704366,4.24,80911
,17.690243,-12.875307,4.24,86565
,23.264859,-9.087737,4.24,114855
,1.262704,-68.875927,4.25,5896
,4.109735,50.351262,4.25,19167
,4.594239,10.16079,4.25,21402
,4.611508,41.264808,4.25,21476
,5.15244,-8.754081,4.25,23972
,8.380588,43.188131,4.25,41075
,12.890607,-40.178872,4.25,62896
,14.458758,75.695993,4.25,70692
,21.75748,61.120806,4.25,107418
,1.158368,47.241792,4.26,5434
,1.756564,9.157736,4.26,8198
82 G. Eri,3.331944,-43.069784,4.26,15510
,3.563132,-21.632883,4.26,16611
,4.267097,-51.486648,4.26,19893
,4.900836,66.342678,4.26,22783
,8.974784,11.857701,4.26,44066
,17.609121,-38.635308,4.26,86170
,18.025113,21.595782,4.26,88267
,22.063135,64.627971,4.26,108917
,1.049058,7.890135,4.27,4906
,2.749039,10.114146,4.27,12828
,4.258905,8.892357,4.27,19860
,4.635961,12.510838,4.27,21589
,4.704084,22.956926,4.27,21881
,13.11518,-49.906246,4.27,64004
,15.308897,-47.875272,4.27,74911
,19.386976,-44.799778,4.27,95294
,20.77764,16.124296,4.27,102532
,23.466138,6.378992,4.27,115830
,4.438461,22.813583,4.28,20711
,9.618151,81.326382,4.28,47193
,10.45253,-31.067779,4.28,51172
,17.455909,-29.867033,4.28,85423
,20.223288,56.567722,4.28,99655
,21.370776,-16.834542,4.28,105515
,22.166457,33.178224,4.28,109410
,23.11465,-43.520358,4.28,114131
,3.614551,0.401662,4.29,16852
,5.326257,-13.176788,4.29,24845
,10.655112,-55.603268,4.29,52154
,11.881813,-33.908124,4.29,57936
,15.734299,77.794493,4.29,77055
,16.518991,-16.612733,4.29,80894
,22.107286,-13.869679,4.29,109139
,22.52509,-32.346073,4.29,111188
,23.63561,43.268073,4.29,116631
,0.976766,-29.357449,4.3,4577
,2.469317,8.460054,4.3,11484
,3.75347,24.467278,4.3,17531
,3.809963,-37.620155,4.3,17797
,4.424828,17.92791,4.3,20648
,5.998917,45.936736,4.3,28404
,8.72041,3.398662,4.3,42799
,10.92689,24.749718,4.3,53417
